action,source,destination,reason,kept_instead
SKIPPED,1g Kids/ednelyn copy.mov,,"same base name, lower-priority format",9a Duplicates/ednelyn copy.mp4
SKIPPED,9a Duplicates/FLV/ednelyn copy.flv,,"same base name, lower-priority format",9a Duplicates/ednelyn copy.mp4
SKIPPED,1g Kids/edward seallater copy.mov,,"same base name, lower-priority format",9a Duplicates/edward seallater copy.mp4
SKIPPED,9a Duplicates/FLV/edward seallater copy.flv,,"same base name, lower-priority format",9a Duplicates/edward seallater copy.mp4
SKIPPED,9a Duplicates/Effrem hi ya tells grandma joke.wmv,,"same base name, lower-priority format",9a Duplicates/Effrem hi ya tells grandma joke.mp4
SKIPPED,9a Duplicates/FLV/Effrem hi ya tells grandma joke.flv,,"same base name, lower-priority format",9a Duplicates/Effrem hi ya tells grandma joke.mp4
SKIPPED,9a Duplicates/Effrem hi ya tells nun joke.wmv,,"same base name, lower-priority format",9a Duplicates/Effrem hi ya tells nun joke.mp4
SKIPPED,9a Duplicates/FLV/Effrem hi ya tells nun joke.flv,,"same base name, lower-priority format",9a Duplicates/Effrem hi ya tells nun joke.mp4
SKIPPED,9a Duplicates/FLV/egg joke copy.flv,,"same base name, lower-priority format",9a Duplicates/egg joke copy.mp4
SKIPPED,9a Duplicates/Eileen tells mothball joke.wmv,,"same base name, lower-priority format",9a Duplicates/Eileen tells mothball joke.mp4
SKIPPED,9a Duplicates/FLV/Eileen tells mothball joke.flv,,"same base name, lower-priority format",9a Duplicates/Eileen tells mothball joke.mp4
SKIPPED,9a Duplicates/FLV/elephant joke copy.flv,,"same base name, lower-priority format",9a Duplicates/elephant joke copy.mp4
SKIPPED,9a Duplicates/FLV/elephant joke copy-1.flv,,"same base name, lower-priority format",9a Duplicates/elephant joke copy-1.mp4
SKIPPED,9a Duplicates/FLV/Elisa tells an ethnic jokeR.flv,,"same base name, lower-priority format",1c Not Funny Enough/Elisa tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/Elizabeth tells a beer joke.wmv,,"same base name, lower-priority format",9a Duplicates/Elizabeth tells a beer joke.mp4
SKIPPED,9a Duplicates/FLV/Elizabeth tells a beer joke.flv,,"same base name, lower-priority format",9a Duplicates/Elizabeth tells a beer joke.mp4
SKIPPED,9a Duplicates/FLV/elizabeth yo mamma copy.flv,,"same base name, lower-priority format",9a Duplicates/elizabeth yo mamma copy.mp4
SKIPPED,9a Duplicates/FLV/Ellie tells yo momma jokes.flv,,"same base name, lower-priority format",1g Kids/Ellie tells yo momma jokes.mp4
SKIPPED,1g Kids/emiley tells a turkey joke.mov,,"same base name, lower-priority format",1g Kids/emiley tells a turkey joke.mp4
SKIPPED,9a Duplicates/FLV/emiley tells a turkey joke.flv,,"same base name, lower-priority format",1g Kids/emiley tells a turkey joke.mp4
SKIPPED,9a Duplicates/FLV/emiley tells an aligator joke.flv,,"same base name, lower-priority format",1i Fails/emiley tells an aligator joke.mp4
SKIPPED,1c Not Funny Enough/enlarged tumor copy.mov,,"same base name, lower-priority format",9a Duplicates/enlarged tumor copy.mp4
SKIPPED,9a Duplicates/FLV/enlarged tumor copy.flv,,"same base name, lower-priority format",9a Duplicates/enlarged tumor copy.mp4
SKIPPED,9a Duplicates/Eric tell fruedian slip joke.wmv,,"same base name, lower-priority format",1b Long Jokes/Eric tell fruedian slip joke.mp4
SKIPPED,9a Duplicates/FLV/Eric tell fruedian slip joke.flv,,"same base name, lower-priority format",1b Long Jokes/Eric tell fruedian slip joke.mp4
SKIPPED,9a Duplicates/Eric tells a woman joke.wmv,,"same base name, lower-priority format",9a Duplicates/Eric tells a woman joke.mp4
SKIPPED,9a Duplicates/FLV/Eric tells a woman joke.flv,,"same base name, lower-priority format",9a Duplicates/Eric tells a woman joke.mp4
SKIPPED,9a Duplicates/Eric tells an ethnic joke13.wmv,,"same base name, lower-priority format",1j Too Ethnic/Eric tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/FLV/Eric tells an ethnic joke13.flv,,"same base name, lower-priority format",1j Too Ethnic/Eric tells an ethnic joke13.mp4
SKIPPED,1g Kids/Eric tells frog joke.mov,,"same base name, lower-priority format",1g Kids/Eric tells frog joke.mp4
SKIPPED,9a Duplicates/Eric tells frog joke.wmv,,"same base name, lower-priority format",1g Kids/Eric tells frog joke.mp4
SKIPPED,9a Duplicates/FLV/Eric tells frog joke.flv,,"same base name, lower-priority format",1g Kids/Eric tells frog joke.mp4
SKIPPED,9a Duplicates/Eric tells husband joke.wmv,,"same base name, lower-priority format",9a Duplicates/Eric tells husband joke.mp4
SKIPPED,9a Duplicates/FLV/Eric tells husband joke.flv,,"same base name, lower-priority format",9a Duplicates/Eric tells husband joke.mp4
SKIPPED,9a Duplicates/Eric tells whore joke.wmv,,"same base name, lower-priority format",9a Duplicates/Eric tells whore joke.mp4
SKIPPED,9a Duplicates/FLV/Eric tells whore joke.flv,,"same base name, lower-priority format",9a Duplicates/Eric tells whore joke.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Eric V and Chris N tell some jokes PG.mp4,,same base name and format in different folder,9a Duplicates/Eric V and Chris N tell some jokes PG.mp4
SKIPPED,9a Duplicates/FLV/Eric V and Chris N tell some jokes PG.flv,,"same base name, lower-priority format",9a Duplicates/Eric V and Chris N tell some jokes PG.mp4
SKIPPED,9a Duplicates/Eric V tells a yo momma joke R.wmv,,"same base name, lower-priority format",1c Not Funny Enough/Eric V tells a yo momma joke R.mp4
SKIPPED,9a Duplicates/FLV/Eric V tells a yo momma joke R.flv,,"same base name, lower-priority format",1c Not Funny Enough/Eric V tells a yo momma joke R.mp4
SKIPPED,9a Duplicates/FLV/erica copy.flv,,"same base name, lower-priority format",1j Too Ethnic/erica copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Erica tells a bra jokeR.mp4,,same base name and format in different folder,9a Duplicates/Erica tells a bra jokeR.mp4
SKIPPED,9a Duplicates/FLV/Erica tells a bra jokeR.flv,,"same base name, lower-priority format",9a Duplicates/Erica tells a bra jokeR.mp4
SKIPPED,9a Duplicates/FLV/erica tells a sex joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/erica tells a sex joke.mp4
SKIPPED,9a Duplicates/Erica tells cheese joke 3.wmv,,"same base name, lower-priority format",9a Duplicates/Erica tells cheese joke 3.mp4
SKIPPED,9a Duplicates/FLV/Erica tells cheese joke 3.flv,,"same base name, lower-priority format",9a Duplicates/Erica tells cheese joke 3.mp4
SKIPPED,9a Duplicates/Erica tells pirate movie.wmv,,"same base name, lower-priority format",9a Duplicates/Erica tells pirate movie.mp4
SKIPPED,9a Duplicates/FLV/Erica tells pirate movie.flv,,"same base name, lower-priority format",9a Duplicates/Erica tells pirate movie.mp4
SKIPPED,9a Duplicates/Erin tells 2 short and 1 long joke.wmv,,"same base name, lower-priority format",9a Duplicates/Erin tells 2 short and 1 long joke.mp4
SKIPPED,9a Duplicates/FLV/Erin tells 2 short and 1 long joke.flv,,"same base name, lower-priority format",9a Duplicates/Erin tells 2 short and 1 long joke.mp4
SKIPPED,9a Duplicates/Erin tells a florida joke .wmv,,"same base name, lower-priority format",9a Duplicates/Erin tells a florida joke .mp4
SKIPPED,9a Duplicates/FLV/Erin tells a florida joke .flv,,"same base name, lower-priority format",9a Duplicates/Erin tells a florida joke .mp4
SKIPPED,9a Duplicates/Erin tells condom joke 4.wmv,,"same base name, lower-priority format",9a Duplicates/Erin tells condom joke 4.mp4
SKIPPED,9a Duplicates/FLV/Erin tells condom joke 4.flv,,"same base name, lower-priority format",9a Duplicates/Erin tells condom joke 4.mp4
SKIPPED,9a Duplicates/Erin tells volcano joke g.wmv,,"same base name, lower-priority format",9a Duplicates/Erin tells volcano joke g.mp4
SKIPPED,9a Duplicates/FLV/Erin tells volcano joke g.flv,,"same base name, lower-priority format",9a Duplicates/Erin tells volcano joke g.mp4
SKIPPED,9a Duplicates/Ernie tells married joke.wmv,,"same base name, lower-priority format",9a Duplicates/Ernie tells married joke.mp4
SKIPPED,9a Duplicates/FLV/Ernie tells married joke.flv,,"same base name, lower-priority format",9a Duplicates/Ernie tells married joke.mp4
SKIPPED,9a Duplicates/FLV/Erwin tells racial.flv,,"same base name, lower-priority format",1j Too Ethnic/Erwin tells racial.mov
SKIPPED,9a Duplicates/FLV/eskimo 2 copy-1.flv,,"same base name, lower-priority format",9a Duplicates/eskimo 2 copy-1.mp4
SKIPPED,9a Duplicates/FLV/eskimo tupperware copy-1.flv,,"same base name, lower-priority format",9a Duplicates/eskimo tupperware copy-1.mp4
SKIPPED,9a Duplicates/FLV/Espo tells a Superman jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Espo tells a Superman jokePG.mp4
SKIPPED,1g Kids/Ethan tells cow joke 3.wmv,,"same base name, lower-priority format",1g Kids/Ethan tells cow joke 3.mov
SKIPPED,9a Duplicates/FLV/Ethan tells cow joke 3.flv,,"same base name, lower-priority format",1g Kids/Ethan tells cow joke 3.mov
SKIPPED,9a Duplicates/FLV/Eugene tells an ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Eugene tells an ethnic jokeR.wmv
SKIPPED,9a Duplicates/FLV/Evaan tells a racist joke.flv,,"same base name, lower-priority format",1j Too Ethnic/Evaan tells a racist joke.mp4
SKIPPED,9a Duplicates/FLV/evan rumble copy.flv,,"same base name, lower-priority format",1j Too Ethnic/evan rumble copy.mov
SKIPPED,9a Duplicates/FLV/Evan tells a salesman jokePG_topjoke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Evan tells a salesman jokePG_topjoke.mp4
SKIPPED,1j Too Ethnic/every black joke.. copy.mov,,"same base name, lower-priority format",9a Duplicates/every black joke.. copy.mp4
SKIPPED,9a Duplicates/FLV/every black joke.. copy.flv,,"same base name, lower-priority format",9a Duplicates/every black joke.. copy.mp4
SKIPPED,1d Too Dirty/fag barstool copy.mov,,"same base name, lower-priority format",9a Duplicates/fag barstool copy.mp4
SKIPPED,9a Duplicates/FLV/fag barstool copy.flv,,"same base name, lower-priority format",9a Duplicates/fag barstool copy.mp4
SKIPPED,9a Duplicates/FLV/fairy tales copy-1.flv,,"same base name, lower-priority format",9a Duplicates/fairy tales copy-1.mp4
SKIPPED,9a Duplicates/MP4 bad audio/fasteddiecindyjokeR.mp4,,same base name and format in different folder,9a Duplicates/fasteddiecindyjokeR.mp4
SKIPPED,9a Duplicates/FLV/fasteddiecindyjokeR.flv,,"same base name, lower-priority format",9a Duplicates/fasteddiecindyjokeR.mp4
SKIPPED,9a Duplicates/MP4 bad audio/fasteddiemonkeysexjokeR.mp4,,same base name and format in different folder,9a Duplicates/fasteddiemonkeysexjokeR.mp4
SKIPPED,9a Duplicates/FLV/fasteddiemonkeysexjokeR.flv,,"same base name, lower-priority format",9a Duplicates/fasteddiemonkeysexjokeR.mp4
SKIPPED,9a Duplicates/MP4 bad audio/fasteddiesexjokeR.mp4,,same base name and format in different folder,9a Duplicates/fasteddiesexjokeR.mp4
SKIPPED,1d Too Dirty/fasteddiesexjokeR.wmv,,"same base name, lower-priority format",9a Duplicates/fasteddiesexjokeR.mp4
SKIPPED,9a Duplicates/FLV/fasteddiesexjokeR.flv,,"same base name, lower-priority format",9a Duplicates/fasteddiesexjokeR.mp4
SKIPPED,9a Duplicates/FLV/fat blonde copy.flv,,"same base name, lower-priority format",9a Duplicates/fat blonde copy.mp4
SKIPPED,9a Duplicates/FLV/fat chinaman copy.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/fat chinaman copy.mp4
SKIPPED,1b Long Jokes/fat frank tells an penis joke.mov,,"same base name, lower-priority format",9a Duplicates/fat frank tells an penis joke.mp4
SKIPPED,9a Duplicates/fat frank tells an penis joke.wmv,,"same base name, lower-priority format",9a Duplicates/fat frank tells an penis joke.mp4
SKIPPED,9a Duplicates/FLV/fat frank tells an penis joke.flv,,"same base name, lower-priority format",9a Duplicates/fat frank tells an penis joke.mp4
SKIPPED,9a Duplicates/FLV/fat girl joke copy.flv,,"same base name, lower-priority format",9a Duplicates/fat girl joke copy.mp4
SKIPPED,1g Kids/Felecia tells red sea joke.mov,,"same base name, lower-priority format",1g Kids/Felecia tells red sea joke.mp4
SKIPPED,9a Duplicates/Felecia tells red sea joke.wmv,,"same base name, lower-priority format",1g Kids/Felecia tells red sea joke.mp4
SKIPPED,9a Duplicates/FLV/Felecia tells red sea joke.flv,,"same base name, lower-priority format",1g Kids/Felecia tells red sea joke.mp4
SKIPPED,9a Duplicates/fernando tells an old lady joke.wmv,,"same base name, lower-priority format",9a Duplicates/fernando tells an old lady joke.mp4
SKIPPED,9a Duplicates/FLV/fernando tells an old lady joke.flv,,"same base name, lower-priority format",9a Duplicates/fernando tells an old lady joke.mp4
SKIPPED,1g Kids/fireman joke copy.mov,,"same base name, lower-priority format",1g Kids/fireman joke copy.mp4
SKIPPED,9a Duplicates/FLV/fireman joke copy.flv,,"same base name, lower-priority format",1g Kids/fireman joke copy.mp4
SKIPPED,9a Duplicates/FLV/fish joke copy-1.flv,,"same base name, lower-priority format",9a Duplicates/fish joke copy-1.mp4
SKIPPED,9a Duplicates/FLV/fla state vs uf copy.flv,,"same base name, lower-priority format",9a Duplicates/fla state vs uf copy.mp4
SKIPPED,9a Duplicates/floating tv copy.mov,,"same base name, lower-priority format",1j Too Ethnic/floating tv copy.mp4
SKIPPED,9a Duplicates/FLV/floating tv copy.flv,,"same base name, lower-priority format",1j Too Ethnic/floating tv copy.mp4
SKIPPED,9a Duplicates/FLV/fluffer 2 copy.flv,,"same base name, lower-priority format",9a Duplicates/fluffer 2 copy.mp4
SKIPPED,9a Duplicates/fluffer 3 copy.mov,,"same base name, lower-priority format",9a Duplicates/fluffer 3 copy.mp4
SKIPPED,9a Duplicates/FLV/fluffer 3 copy.flv,,"same base name, lower-priority format",9a Duplicates/fluffer 3 copy.mp4
SKIPPED,9a Duplicates/FLV/fluffer copy.flv,,"same base name, lower-priority format",9a Duplicates/fluffer copy.mp4
SKIPPED,9a Duplicates/FLV/FRANCES copy.flv,,"same base name, lower-priority format",9a Duplicates/FRANCES copy.mp4
SKIPPED,1i Fails/francis fucks up copy.mov,,"same base name, lower-priority format",9a Duplicates/francis fucks up copy.mp4
SKIPPED,9a Duplicates/FLV/francis fucks up copy.flv,,"same base name, lower-priority format",9a Duplicates/francis fucks up copy.mp4
SKIPPED,9a Duplicates/FLV/frank copy.flv,,"same base name, lower-priority format",9a Duplicates/frank copy.mp4
SKIPPED,1j Too Ethnic/frank tells 2 black jokes.mov,,"same base name, lower-priority format",9a Duplicates/frank tells 2 black jokes.mp4
SKIPPED,9a Duplicates/frank tells 2 black jokes.wmv,,"same base name, lower-priority format",9a Duplicates/frank tells 2 black jokes.mp4
SKIPPED,9a Duplicates/FLV/frank tells 2 black jokes.flv,,"same base name, lower-priority format",9a Duplicates/frank tells 2 black jokes.mp4
SKIPPED,9a Duplicates/Frank tells 85 year old woman dirty joke.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells 85 year old woman dirty joke.mp4
SKIPPED,9a Duplicates/FLV/Frank tells 85 year old woman dirty joke.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells 85 year old woman dirty joke.mp4
SKIPPED,9a Duplicates/Frank tells an ethnic joke13.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/FLV/Frank tells an ethnic joke13.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Frank tells an ethnic porn jokeR.mp4,,same base name and format in different folder,9a Duplicates/Frank tells an ethnic porn jokeR.mp4
SKIPPED,1j Too Ethnic/Removed from Live/Frank tells an ethnic porn jokeR.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells an ethnic porn jokeR.mp4
SKIPPED,9a Duplicates/FLV/Frank tells an ethnic porn jokeR.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells an ethnic porn jokeR.mp4
SKIPPED,9a Duplicates/frank tells chicken joke.wmv,,"same base name, lower-priority format",9a Duplicates/frank tells chicken joke.mp4
SKIPPED,9a Duplicates/FLV/frank tells chicken joke.flv,,"same base name, lower-priority format",9a Duplicates/frank tells chicken joke.mp4
SKIPPED,9a Duplicates/Frank tells mexican joke.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells mexican joke.mp4
SKIPPED,9a Duplicates/FLV/Frank tells mexican joke.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells mexican joke.mp4
SKIPPED,9a Duplicates/Frank tells polish joke.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells polish joke.mp4
SKIPPED,9a Duplicates/FLV/Frank tells polish joke.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells polish joke.mp4
SKIPPED,9a Duplicates/Frank tells rabbit joke 3.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells rabbit joke 3.mp4
SKIPPED,9a Duplicates/FLV/Frank tells rabbit joke 3.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells rabbit joke 3.mp4
SKIPPED,9a Duplicates/Frank tells rooster joke.wmv,,"same base name, lower-priority format",9a Duplicates/Frank tells rooster joke.mp4
SKIPPED,9a Duplicates/FLV/Frank tells rooster joke.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells rooster joke.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Frank tells the chicken joke.mp4,,same base name and format in different folder,9a Duplicates/Frank tells the chicken joke.mp4
SKIPPED,9a Duplicates/FLV/Frank tells the chicken joke.flv,,"same base name, lower-priority format",9a Duplicates/Frank tells the chicken joke.mp4
SKIPPED,1e Edit/frank yorio copy.mov,,"same base name, lower-priority format",9a Duplicates/frank yorio copy.mp4
SKIPPED,9a Duplicates/FLV/frank yorio copy.flv,,"same base name, lower-priority format",9a Duplicates/frank yorio copy.mp4
